place	time	pace	age	gender	location	state	divPlace	divTot
2271	80.07	8.007	40	M	Alexandria VA	VA	285	931
4068	89.9	8.99	47	M	Boyds MD	MD	357	648
4698	93.47	9.347	49	M	Burke VA	VA	408	648
6230	105.5	10.55	31	M	Sabillasville MD	MD	1316	1490
105	67.33	6.733	44	F	Leesburg VA	VA	7	974
207	61.92	6.192	34	M	Washington DC	DC	62	1490
5032	95.52	9.552	26	M	Olney MD	MD	1082	1457
2643	82.48	8.248	40	M	Arlington VA	VA	341	931
76	65.83	6.583	32	F	Virginia Beach VA	VA	16	2228
3928	94.97	9.497	28	F	Chicago IL	IL	1211	2782
7287	107.87	10.787	44	F	Centreville VA	VA	709	974
8115	113.03	11.303	34	F	Solana Beach CA	CA	1834	2228
4699	97.48	9.748	29	F	Weatherford OK	OK	1461	2782
6849	105.83	10.583	28	F	Washington DC	DC	2094	2782
2361	80.7	8.07	36	M	Chevy Chase MD	MD	343	1093
2030	87.42	8.742	34	F	Arlington VA	VA	447	2228
6492	108.87	10.887	47	M	Germantown MD	MD	579	648
2111	79.18	7.918	51	M	Gainesville VA	VA	123	483
3443	86.7	8.67	43	M	Alexandria VA	VA	439	931
6241	105.63	10.563	39	M	Ashburn VA	VA	950	1093
6612	111.18	11.118	50	M	Waldorf MD	MD	455	483
5151	99.05	9.905	20	F	Amston CT	CT	621	974
5334	97.42	9.742	47	M	Washington DC	DC	463	648
7984	112.17	11.217	23	F	Chicago IL	IL	866	974
2795	90.62	9.062	18	F	Baltimore MD	MD	32	83
7166	137.45	13.745	30	M	Arlington VA	VA	1488	1490
6837	115.9	11.59	33	M	Washington DC	DC	1419	1490
3161	85.23	8.523	29	M	Centreville VA	VA	708	1457
6412	103.98	10.398	32	F	Washington DC	DC	1435	2228
1533	75.88	7.588	40	M	Washington DC	DC	181	931
857	79.92	7.992	26	F	Washington DC	DC	281	2782
1443	84.3	8.43	28	F	Arlington VA	VA	463	2782
697	69.1	6.91	40	M	Washington DC	DC	73	931
4117	95.63	9.563	35	F	Somerville MA	MA	555	1367
1698	85.82	8.582	35	F	Arlington VA	VA	215	1367
7044	124.72	12.472	55	M	Westchester IL	IL	363	375
6326	103.67	10.367	34	F	Washington DC	DC	1417	2228
5815	101.08	10.108	31	M	Andrews Afb MD	MD	1241	1490
3677	87.82	8.782	56	M	Clifton VA	VA	144	375
4729	93.67	9.367	41	M	Kensington MD	MD	621	931
6761	105.35	10.535	32	F	Essex MD	MD	1508	2228
4146	95.73	9.573	26	F	Baltimore MD	MD	1272	2782
2518	81.72	8.172	43	M	Glenmoore PA	PA	324	931
8403	115.12	11.512	28	F	Hyattsville MD	MD	2481	2782
1884	77.98	7.798	36	M	Arlington VA	VA	278	1093
4125	95.67	9.567	36	F	Vienna VA	VA	556	1367
3720	94.23	9.423	56	F	Ipswich MA	MA	57	236
1829	86.43	8.643	23	F	Washington DC	DC	245	974
2317	88.55	8.855	35	F	Silver Spring MD	MD	290	1367
285	73.18	7.318	28	F	Washinton DC	DC	105	2782
2455	89.15	8.915	25	F	Arlington VA	VA	774	2782
1309	83.38	8.338	41	F	Hockessin DE	DE	126	974
8771	118.23	11.823	28	F	Springfield VA	VA	2575	2782
232	72.02	7.202	27	F	Arlington VA	VA	89	2782
4890	94.68	9.468	41	M	Alexandria VA	VA	638	931
1415	75.25	7.525	27	M	Washington DC	DC	329	1457
2794	83.33	8.333	37	M	Potomac Falls VA	VA	408	1093
5510	100.42	10.042	39	F	Washington DC	DC	740	1367
4838	94.37	9.437	48	M	Bridgeport WV	WV	421	648
9077	122	12.2	28	F	Washington DC	DC	2646	2782
4410	96.58	9.658	16	F	Mendham NJ	NJ	51	83
3000	91.48	9.148	36	F	Western Springs IL	IL	391	1367
858	79.92	7.992	32	F	Princeton NJ	NJ	196	2228
8750	117.97	11.797	27	F	District Heights MD	MD	2572	2782
5244	96.87	9.687	28	M	Yonkers NY	NY	1118	1457
2281	80.17	8.017	52	M	Winchester VA	VA	140	483
5225	96.68	9.668	42	M	Alexandria VA	VA	675	931
2938	84.22	8.422	58	M	Catonsville MD	MD	116	375
5962	102.58	10.258	29	M	Washington DC	DC	1251	1457
8892	119.58	11.958	26	F	Washington DC	DC	2605	2782
3935	95	9.5	34	F	Hughesville MD	MD	852	2228
5796	100.93	10.093	31	M	Alexandria VA	VA	1236	1490
4364	91.57	9.157	25	M	Cabin John MD	MD	946	1457
2429	81.15	8.115	47	M	Falls Church VA	VA	216	648
2730	82.95	8.295	35	M	Washington DC	DC	394	1093
9635	137.33	13.733	37	F	Chesapeake Beach MD	MD	1345	1367
7163	137.13	13.713	65	M	Bowie MD	MD	76	79
4811	97.83	9.783	40	F	Washington DC	DC	453	974
797	79.45	7.945	39	F	Reston VA	VA	94	1367
5942	102.05	10.205	35	F	Washington DC	DC	804	1367
5773	101.38	10.138	34	F	Alexandria VA	VA	1282	2228
7977	112.08	11.208	30	F	Washington DC	DC	1795	2228
6241	103.28	10.328	59	F	Alexandria VA	VA	113	236
1192	82.57	8.257	44	F	Alexandria VA	VA	118	974
1036	81.42	8.142	30	F	Saratoga Springs NY	NY	228	2228
9719	149.47	14.947	64	F	Baldwinsville NY	NY	93	93
5528	98.75	9.875	49	M	Reston VA	VA	481	648
4749	97.65	9.765	43	F	Rockville MD	MD	448	974
5817	101.53	10.153	26	F	Washington DC	DC	1776	2782
1307	83.37	8.337	25	F	Gaithersburg MD	MD	422	2782
1694	76.87	7.687	37	M	Washington DC	DC	247	1093
6398	103.95	10.395	30	F	Portland ME	ME	1432	2228
6544	104.47	10.447	27	F	North Potomac MD	MD	1998	2782
1267	74.08	7.408	26	M	Burke VA	VA	301	1457
6108	104.03	10.403	26	M	Washington DC	DC	1278	1457
7124	107.2	10.72	28	F	Washington DC	DC	2170	2782
2947	84.28	8.428	35	M	Gainesville VA	VA	439	1093
3625	93.9	9.39	32	F	Washington DC	DC	785	2228
4716	93.58	9.358	40	M	South Hadley MA	MA	619	931
2274	80.1	8.01	27	M	Washington DC	DC	546	1457
3796	88.4	8.84	22	M	Leesburg VA	VA	201	347
2720	82.93	8.293	23	M	Baltimore MD	MD	155	347
4816	97.87	9.787	26	F	Washington Dc DC	DC	1499	2782
3064	91.73	9.173	23	F	Alexandria VA	VA	402	974
4457	96.77	9.677	40	F	Chevy Chase MD	MD	415	974
2851	90.87	9.087	35	F	Washington DC	DC	368	1367
2969	84.4	8.44	16	M	Washington DC	DC	40	66
4726	93.67	9.367	21	M	College Park MD	MD	242	347
4824	97.88	9.788	47	F	Cleveland Hts OH	OH	247	554
8640	117.1	11.71	37	F	Arlington VA	VA	1193	1367
7472	108.8	10.88	26	F	Arlington VA	VA	2259	2782
4808	94.17	9.417	31	M	Bethesda MD	MD	1025	1490
3729	94.25	9.425	29	F	New York NY	NY	1143	2782
8457	115.48	11.548	31	F	Washington DC	DC	1914	2228
418	75.28	7.528	28	F	Arlington VA	VA	141	2782
6902	106.08	10.608	30	F	Arlington VA	VA	1538	2228
3224	85.55	8.555	23	M	Fairport NY	NY	177	347
5550	100.58	10.058	36	F	Alexandria VA	VA	747	1367
2368	80.75	8.075	29	M	Washington DC	DC	565	1457
6798	105.52	10.552	41	F	Memphis TN	TN	661	974
2973	91.38	9.138	25	F	Washington DC	DC	934	2782
2683	90.17	9.017	25	F	Washington DC	DC	848	2782
2981	91.4	9.14	31	F	Philadelphia PA	PA	651	2228
3666	94	9.4	30	F	Kensington MD	MD	793	2228
2084	79.07	7.907	47	M	McLean VA	VA	184	648
7756	110.52	11.052	44	F	Arlington VA	VA	758	974
2442	89.1	8.91	29	F	Hanover MD	MD	766	2782
4610	92.9	9.29	28	M	Annapolis MD	MD	1000	1457
2449	89.12	8.912	27	F	Washington DC	DC	770	2782
5612	99.52	9.952	50	M	Mercersburg PA	PA	368	483
2692	82.77	8.277	33	M	Washington NY	NY	600	1490
8957	120.32	12.032	31	F	Elkridge MD	MD	2033	2228
5467	100.2	10.02	43	F	Centreville VA	VA	525	974
6688	105.03	10.503	35	F	Rockville MD	MD	905	1367
5747	101.25	10.125	32	F	Washington DC	DC	1276	2228
7750	110.5	11.05	34	F	New York NY	NY	1744	2228
4271	91	9.1	52	M	Arlington VA	VA	273	483
6909	106.1	10.61	25	F	Danbury CT	CT	2109	2782
3653	87.7	8.77	21	M	Weston MA	MA	193	347
2922	84.03	8.403	58	M	Jeffersonton VA	VA	114	375
8469	115.53	11.553	26	F	Arlington VA	VA	2499	2782
7439	108.62	10.862	49	F	Haymarket VA	VA	410	554
6277	106.13	10.613	38	M	Fairfax VA	VA	956	1093
2097	79.12	7.912	29	M	Washington DC	DC	502	1457
7362	108.23	10.823	31	F	Arlington VA	VA	1648	2228
4981	95.15	9.515	50	M	Gaithersburg MD	MD	330	483
6344	106.92	10.692	50	M	York PA	PA	422	483
9432	129.2	12.92	37	F	Frederick MD	MD	1315	1367
4159	95.77	9.577	35	F	Cheltenham MD	MD	558	1367
4457	92.08	9.208	36	M	Washington DC	DC	687	1093
1962	87.12	8.712	49	F	Reston VA	VA	102	554
2961	84.37	8.437	36	M	Fuquay Varina NC	NC	442	1093
1648	85.52	8.552	34	F	Arlington VA	VA	366	2228
1599	85.27	8.527	30	F	Washington DC	DC	358	2228
862	70.77	7.077	31	M	Philadelphia PA	PA	220	1490
17	51.38	5.138	27	M	Arlington VA	VA	7	1457
9386	128.17	12.817	30	F	Germantown MD	MD	2137	2228
6591	110.75	11.075	43	M	Washington DC	DC	859	931
7780	110.7	11.07	52	F	Midlothian VA	VA	305	397
6303	103.57	10.357	37	F	Arlington VA	VA	852	1367
5770	100.72	10.072	38	M	Silver Spring MD	MD	880	1093
4878	98.08	9.808	25	F	Arlington VA	VA	1516	2782
4845	97.97	9.797	42	F	Silver Spring MD	MD	457	974
8534	116	11.6	35	F	Brookeville MD	MD	1175	1367
1482	84.52	8.452	24	F	Washington DC	DC	198	974
2573	82.02	8.202	51	M	Reston VA	VA	157	483
9198	124.05	12.405	29	F	Frederick MD	MD	2676	2782
4853	98.02	9.802	29	F	Washington DC	DC	1508	2782
2746	90.4	9.04	40	F	West Chester PA	PA	268	974
6206	103.12	10.312	30	F	Washington DC	DC	1386	2228
6824	115.62	11.562	30	M	Westwood NJ	NJ	1418	1490
6060	103.42	10.342	26	M	Washington DC	DC	1266	1457
4646	93.15	9.315	23	M	Washington DC	DC	236	347
1278	83.17	8.317	32	F	Arlington VA	VA	286	2228
6335	106.8	10.68	29	M	Washington DC	DC	1316	1457
6924	106.17	10.617	30	F	Washington DC	DC	1544	2228
290	73.32	7.332	34	F	Washington DC	DC	67	2228
1375	74.92	7.492	45	M	Potomac MD	MD	113	648
70	65.52	6.552	37	F	Washington DC	DC	5	1367
2295	88.47	8.847	23	F	Baltimore MD	MD	291	974
6485	108.8	10.88	27	M	Washington DC	DC	1342	1457
6515	109.17	10.917	58	M	Washington DC	DC	323	375
9056	121.57	12.157	39	F	Oakton VA	VA	1255	1367
5603	99.42	9.942	68	M	Washington DC	DC	38	79
5362	99.87	9.987	28	F	Fairfax VA	VA	1653	2782
5532	100.5	10.05	40	F	Aldie VA	VA	529	974
8535	116	11.6	64	F	Sarasota FL	FL	58	93
5690	101.05	10.105	38	F	Chadds Ford PA	PA	768	1367
7398	108.4	10.84	41	F	Chester Springs PA	PA	725	974
1140	82.2	8.22	38	F	Bethesda MD	MD	141	1367
6609	111.15	11.115	31	M	Rockville MD	MD	1378	1490
2075	79.05	7.905	35	M	Alexandria VA	VA	301	1093
1375	83.85	8.385	48	F	Arlington VA	VA	71	554
1211	82.68	8.268	34	F	Parkesburg PA	PA	269	2228
6451	108.28	10.828	29	M	Bethpage NY	NY	1337	1457
3659	93.98	9.398	33	F	 		791	2228
3914	89.03	8.903	52	M	Arnold MD	MD	250	483
2872	90.95	9.095	21	F	Baltimore MD	MD	365	974
2262	88.32	8.832	30	F	Ashburn VA	VA	505	2228
1118	72.98	7.298	56	M	Bronx NY	NY	40	375
6649	104.88	10.488	38	F	Montgomery Villag MD	MD	898	1367
8625	116.95	11.695	33	F	Washington DC	DC	1949	2228
2747	90.42	9.042	30	F	Blacksburg VA	VA	607	2228
6121	104.15	10.415	32	M	Baltimore MD	MD	1296	1490
1422	84.18	8.418	20	F	Schaumburg IL	IL	186	974
2732	90.35	9.035	22	F	Washington DC	DC	346	974
1328	74.62	7.462	49	M	Purcellville VA	VA	108	648
690	78.42	7.842	27	F	Alexandria VA	VA	232	2782
5203	96.53	9.653	52	M	Reston VA	VA	346	483
1158	73.23	7.323	56	M	Holbrook NY	NY	43	375
1007	72.07	7.207	29	M	Berwyn Heights MD	MD	239	1457
4461	92.1	9.21	35	M	Newton NJ	NJ	688	1093
5793	101.45	10.145	35	F	Washington DC	DC	779	1367
3367	92.97	9.297	39	F	Crofton MD	MD	445	1367
9598	135.08	13.508	32	F	Chevy Chase MD	MD	2198	2228
2818	90.72	9.072	26	F	Hoboken NJ	NJ	889	2782
3583	93.75	9.375	19	F	Baltimore MD	MD	42	83
9260	125.28	12.528	29	F	Washington DC	DC	2685	2782
896	80.3	8.03	24	F	Bethesda MD	MD	128	974
1982	78.48	7.848	38	M	Springfield VA	VA	291	1093
7618	109.75	10.975	26	F	Washington DC	DC	2295	2782
8734	117.83	11.783	27	F	Baltimore MD	MD	2568	2782
3875	94.77	9.477	28	F	Washington DC	DC	1192	2782
4293	91.12	9.112	29	M	Rockville MD	MD	934	1457
4531	92.42	9.242	45	M	Columbia MD	MD	396	648
2994	91.45	9.145	39	F	Ashburn VA	VA	390	1367
7024	106.65	10.665	25	F	Burke VA	VA	2137	2782
6554	109.75	10.975	39	M	Alexandria VA	VA	1001	1093
8395	115.07	11.507	29	F	Rockville MD	MD	2479	2782
4090	95.52	9.552	25	F	Washington DC	DC	1262	2782
2157	87.9	8.79	27	F	Washington DC	DC	686	2782
1438	84.3	8.43	26	F	Brooklyn NY	NY	459	2782
950	71.58	7.158	54	M	Falls Church VA	VA	52	483
8145	113.27	11.327	56	F	Laurel MD	MD	171	236
2476	81.45	8.145	44	M	Alexandria VA	VA	317	931
4513	96.97	9.697	31	F	Washington DC	DC	999	2228
3307	92.72	9.272	36	F	Brooklyn NY	NY	436	1367
1260	83.1	8.31	28	F	Saint Louis MO	MO	409	2782
5970	102.17	10.217	33	F	Baltimore MD	MD	1326	2228
1956	87.08	8.708	22	F	Arlington VA	VA	255	974
4259	96.03	9.603	26	F	McLean VA	VA	1309	2782
6189	104.9	10.49	49	M	Springfield VA	VA	553	648
6912	106.12	10.612	20	F	District Of Colum DC	DC	770	974
5259	96.98	9.698	58	M	Kensington MD	MD	243	375
222	71.73	7.173	54	F	Columbia MD	MD	7	397
2850	83.6	8.36	56	M	Fairfax VA	VA	108	375
7777	110.68	11.068	26	F	Washington DC	DC	2327	2782
7753	110.52	11.052	28	F	Alexandria VA	VA	2321	2782
2493	81.58	8.158	54	M	Silver Spring MD	MD	151	483
4983	95.15	9.515	36	M	Brookline MA	MA	767	1093
6679	112.27	11.227	33	M	Alexandria VA	VA	1390	1490
6180	104.77	10.477	56	M	Silver Spring MD	MD	304	375
7076	127.28	12.728	47	M	Laurel MD	MD	637	648
8429	115.25	11.525	33	F	Germantown MD	MD	1906	2228
5850	101.68	10.168	24	F	Arlington VA	VA	697	974
3458	93.28	9.328	25	F	Washington DC	DC	1077	2782
8732	117.82	11.782	35	F	Alexandria VA	VA	1206	1367
4363	91.57	9.157	34	M	Bethesda MD	MD	939	1490
9213	124.25	12.425	49	F	Arlington VA	VA	517	554
2779	90.57	9.057	27	F	Washington DC	DC	873	2782
9578	134.17	13.417	29	F	North Bethesda MD	MD	2757	2782
1679	76.8	7.68	23	M	Washington DC	DC	103	347
1319	74.53	7.453	40	M	Washington DC	DC	147	931
9117	122.58	12.258	29	F	Bethesda MD	MD	2654	2782
5542	100.55	10.055	22	F	Washington DC	DC	662	974
1042	81.43	8.143	42	F	Ballston Lake NY	NY	97	974
6518	104.38	10.438	49	F	Alexandria VA	VA	362	554
5360	99.87	9.987	27	F	 		1652	2782
3129	85.07	8.507	31	M	Baltimore MD	MD	692	1490
3480	93.37	9.337	36	F	Washington DC	DC	463	1367
8514	115.85	11.585	34	F	Edgewater MD	MD	1928	2228
5049	98.68	9.868	60	F	Winchester VA	VA	23	93
4459	92.1	9.21	32	M	Washington DC	DC	966	1490
424	65.95	6.595	52	M	Bethesda MD	MD	18	483
3682	94.07	9.407	42	F	Washington DC	DC	348	974
1292	74.32	7.432	43	M	Sioux Falls SD	SD	140	931
5530	98.75	9.875	43	M	Gaithersburg MD	MD	717	931
295	63.78	6.378	52	M	Brookeville MD	MD	16	483
5483	98.42	9.842	25	M	Washington DC	DC	1159	1457
6886	106	10.6	32	F	Washington DC	DC	1534	2228
4073	89.92	8.992	26	M	Christiansburg VA	VA	892	1457
2408	88.93	8.893	27	F	Silver Spring MD	MD	754	2782
8581	116.47	11.647	25	F	Washington DC	DC	2530	2782
3465	86.8	8.68	44	M	Worthington OH	OH	441	931
6442	108.22	10.822	25	M	Washington DC	DC	1336	1457
1327	74.6	7.46	57	M	Vienna VA	VA	48	375
6545	109.58	10.958	30	M	Arlington VA	VA	1370	1490
8571	116.4	11.64	28	F	Washington DC	DC	2526	2782
4589	97.2	9.72	42	F	Baltimore MD	MD	432	974
6059	103.42	10.342	22	M	Ashburn VA	VA	313	347
7908	111.53	11.153	24	F	Chevy Chase MD	MD	860	974
5018	98.57	9.857	14	F	Raleigh NC	NC	55	83
2946	84.28	8.428	27	M	Bethesda MD	MD	667	1457
918	80.47	8.047	28	F	Washington DC	DC	298	2782
15	51.27	5.127	29	M	Exton PA	PA	5	1457
7910	111.58	11.158	24	F	Lititz PA	PA	861	974
8927	120.07	12.007	34	F	Arlington VA	VA	2018	2228
5658	99.92	9.992	60	M	West Grove PA	PA	125	196
8117	113.03	11.303	29	F	Waldorf MD	MD	2404	2782
6816	105.63	10.563	33	F	Washington DC	DC	1519	2228
8836	118.93	11.893	52	F	King George VA	VA	355	397
4168	95.78	9.578	35	F	Brentwood TN	TN	559	1367
4251	96.02	9.602	24	F	Washington DC	DC	540	974
2456	81.32	8.132	41	M	Alexandria VA	VA	315	931
2159	87.9	8.79	35	F	Bumpass VA	VA	262	1367
1098	81.92	8.192	42	F	Baltimore MD	MD	104	974
2201	88.05	8.805	28	F	Arlington VA	VA	698	2782
5666	100.97	10.097	54	F	Germantown MD	MD	183	397
5373	99.92	9.992	24	F	Washington DC	DC	643	974
8621	116.93	11.693	40	F	Arlington VA	VA	851	974
6851	105.83	10.583	41	F	Herndon VA	VA	668	974
2725	90.33	9.033	24	F	Falls Church VA	VA	345	974
2405	80.97	8.097	34	M	Christiansburg VA	VA	526	1490
3147	92.05	9.205	50	F	Pittsburgh PA	PA	102	397
6264	105.93	10.593	32	M	Washington DC	DC	1318	1490
5976	102.22	10.222	25	F	Washington DC	DC	1822	2782
7850	111.2	11.12	22	F	Derwood MD	MD	855	974
3057	91.72	9.172	27	F	Washington DC	DC	966	2782
3163	92.13	9.213	47	F	Short Hills NJ	NJ	157	554
1960	87.1	8.71	15	F	Falls Church VA	VA	20	83
8422	115.18	11.518	37	F	Odenton MD	MD	1158	1367
8896	119.62	11.962	42	F	Brooklyn NY	NY	880	974
5074	95.73	9.573	45	M	Silver Spring MD	MD	442	648
2112	79.2	7.92	36	M	Washington DC	DC	305	1093
8070	112.8	11.28	20	F	Wilmington DE	DE	873	974
3811	94.55	9.455	31	F	Arlington VA	VA	828	2228
6869	105.93	10.593	36	F	Dedham MA	MA	931	1367
3876	88.82	8.882	39	M	Bethesda MD	MD	604	1093
9504	131.27	13.127	29	F	Arlington VA	VA	2743	2782
3695	94.13	9.413	24	F	Arlington VA	VA	489	974
1668	85.62	8.562	31	F	Arlington VA	VA	373	2228
1761	86.13	8.613	24	F	Washington DC	DC	235	974
525	76.5	7.65	27	F	Washington DC	DC	177	2782
1708	77.02	7.702	47	M	Washington DC	DC	148	648
8329	114.55	11.455	37	F	Alexandria VA	VA	1140	1367
3543	87.15	8.715	43	M	Charlotte NC	NC	456	931
1838	77.77	7.777	27	M	Arlington VA	VA	436	1457
1168	73.28	7.328	24	M	Washington DC	DC	79	347
5160	99.08	9.908	36	F	Washington DC	DC	692	1367
6267	103.42	10.342	39	F	Springfield VA	VA	845	1367
1944	78.28	7.828	31	M	N. Bethesda MD	MD	436	1490
3	47.55	4.755	36	M	Kenya	Kenya	1	1093
8127	113.12	11.312	45	F	Clifton VA	VA	454	554
4900	98.15	9.815	35	F	Arlington VA	VA	653	1367
7151	107.3	10.73	36	F	Flourtown PA	PA	970	1367
183	70.55	7.055	52	F	North Andover MA	MA	4	397
7355	108.22	10.822	25	F	California MD	MD	2227	2782
5107	98.92	9.892	35	F	Harrisburg PA	PA	682	1367
7374	108.32	10.832	45	F	Ridgewood NJ	NJ	404	554
7421	108.53	10.853	29	F	Washington DC	DC	2241	2782
1858	86.53	8.653	27	F	Washington DC	DC	595	2782
3897	94.83	9.483	26	F	Washington DC	DC	1199	2782
5986	102.77	10.277	33	M	Alexandria VA	VA	1271	1490
6815	105.63	10.563	29	F	Washington DC	DC	2087	2782
2626	82.38	8.238	41	M	Great Falls VA	VA	339	931
1957	78.35	7.835	30	M	Washington DC	DC	439	1490
9144	123.1	12.31	49	F	Darnestown MD	MD	509	554
5164	99.08	9.908	48	F	Great Falls VA	VA	270	554
8909	119.77	11.977	28	F	Reston VA	VA	2608	2782
6502	104.32	10.432	44	F	Washington DC	DC	626	974
6101	102.72	10.272	30	F	Baltimore MD	MD	1350	2228
888	71	7.1	28	M	Washington DC	DC	216	1457
5738	100.48	10.048	25	M	Midland MI	MI	1213	1457
5651	99.87	9.987	49	M	Baltimore MD	MD	492	648
3384	86.35	8.635	27	M	Gulfport ME	ME	760	1457
2552	81.9	8.19	14	M	Potomac MD	MD	32	66
6570	104.57	10.457	25	F	Arlington VA	VA	2010	2782
5461	100.2	10.02	28	F	Washington DC	DC	1689	2782
3392	86.43	8.643	33	M	Washington DC	DC	750	1490
4571	97.13	9.713	29	F	Washington DC	DC	1412	2782
6732	105.25	10.525	31	F	Washington DC	DC	1501	2228
6784	114.62	11.462	33	M	Washington DC	DC	1414	1490
1247	73.93	7.393	34	M	Washington DC	DC	299	1490
1147	82.25	8.225	57	F	Jessup MD	MD	13	236
5576	99.25	9.925	32	M	Burke VA	VA	1193	1490
6584	110.42	11.042	48	M	Churchville MD	MD	589	648
4062	95.42	9.542	32	F	Washington DC	DC	895	2228
682	69	6.9	29	M	Arlington VA	VA	175	1457
5811	101.52	10.152	47	F	Clarksburg MD	MD	322	554
6333	106.78	10.678	24	M	Olney MD	MD	325	347
550	67.62	6.762	48	M	Falls Church VA	VA	37	648
3711	94.2	9.42	31	F	Fairfax VA	VA	804	2228
5612	100.78	10.078	40	F	Washington DC	DC	534	974
3761	94.35	9.435	26	F	Brooklyn NY	NY	1155	2782
7034	123.63	12.363	33	M	Arlington VA	VA	1458	1490
3620	87.58	8.758	32	M	Washington DC	DC	800	1490
5073	95.73	9.573	51	M	Centreville VA	VA	338	483
5997	102.32	10.232	26	F	Washington DC	DC	1829	2782
2318	80.4	8.04	44	M	Frederick MD	MD	295	931
3966	95.12	9.512	35	F	Falls Church VA	VA	534	1367
3843	88.67	8.867	64	M	Arlington VA	VA	66	196
2282	88.42	8.842	24	F	Arlington VA	VA	289	974
3225	92.4	9.24	25	F	Washington DC	DC	1017	2782
4190	95.87	9.587	23	F	Washington DC	DC	530	974
5246	99.4	9.94	36	F	Catonsville MD	MD	702	1367
2907	91.1	9.11	29	F	Frederick MD	MD	917	2782
6964	106.37	10.637	27	F	Charlottesville VA	VA	2123	2782
8017	112.37	11.237	23	F	Chantilly VA	VA	870	974
4429	91.95	9.195	31	M	Arlington VA	VA	957	1490
310	64.1	6.41	31	M	Washington DC	DC	88	1490
3547	93.65	9.365	57	F	Cabin John MD	MD	52	236
1820	86.4	8.64	32	F	Washington DC	DC	402	2228
7672	110.03	11.003	26	F	Annapolis MD	MD	2303	2782
7238	107.7	10.77	38	F	McLean VA	VA	982	1367
4846	97.97	9.797	29	F	Glen Ridge NJ	NJ	1505	2782
5791	101.43	10.143	30	F	Orlando FL	FL	1287	2228
3053	84.77	8.477	30	M	Columbia MD	MD	674	1490
5258	96.98	9.698	30	M	Washington DC	DC	1120	1490
7205	107.55	10.755	25	F	Washington DC	DC	2189	2782
5779	101.4	10.14	49	F	Springfield VA	VA	315	554
1499	84.58	8.458	33	F	Merion Station PA	PA	337	2228
9216	124.32	12.432	46	F	Germantown MD	MD	518	554
7853	111.2	11.12	32	F	Coatesville PA	PA	1763	2228
7589	109.57	10.957	31	F	Silver Spring MD	MD	1698	2228
2082	87.63	8.763	30	F	Brookline MA	MA	460	2228
1088	72.72	7.272	37	M	Milton DE	DE	159	1093
226	62.47	6.247	27	M	Washington DC	DC	67	1457
6637	111.5	11.15	45	M	Sterling VA	VA	597	648
5434	98.05	9.805	31	M	Alexandria VA	VA	1163	1490
9557	132.92	13.292	30	F	Washington DC	DC	2182	2228
5028	95.48	9.548	28	M	Alexandria VA	VA	1081	1457
1090	72.73	7.273	36	M	Springfield VA	VA	160	1093
3546	87.18	8.718	50	M	Philadelphia PA	PA	226	483
4882	98.1	9.81	32	F	Baltimore MD	MD	1090	2228
4242	90.82	9.082	26	M	Kirkville NY	NY	927	1457
6179	103	10.3	25	F	Silver Spring MD	MD	1888	2782
7894	111.45	11.145	60	F	Gaithersburg MD	MD	51	93
3791	88.38	8.838	67	M	Bethesda MD	MD	18	79
3828	88.62	8.862	24	M	Washington DC	DC	202	347
5934	102	10.2	46	F	Chalfont PA	PA	329	554
4544	92.48	9.248	38	M	Arlington VA	VA	699	1093
3279	85.82	8.582	36	M	Washington DC	DC	495	1093
5508	100.4	10.04	22	F	College Park MD	MD	658	974
3256	92.55	9.255	29	F	Silver Spring MD	MD	1027	2782
7679	110.07	11.007	43	F	Alexandria VA	VA	751	974
1087	72.72	7.272	56	M	Danville PA	PA	38	375
7880	111.4	11.14	26	F	McLean VA	VA	2350	2782
9383	128.15	12.815	31	F	Washington DC	DC	2135	2228
9068	121.77	12.177	29	F	Washington DC	DC	2644	2782
6923	106.17	10.617	32	F	Philadelphia PA	PA	1543	2228
6672	112.13	11.213	33	M	Alexandria VA	VA	1389	1490
6792	105.48	10.548	26	F	Alexandria VA	VA	2075	2782
3777	94.43	9.443	39	F	Williamson NY	NY	510	1367
3310	85.97	8.597	40	M	Eldersburg MD	MD	424	931
5658	100.93	10.093	48	F	Germantown MD	MD	304	554
5405	97.87	9.787	34	M	Arlington VA	VA	1159	1490
6236	105.55	10.555	36	M	Washington DC	DC	948	1093
9224	124.47	12.447	43	F	State College PA	PA	918	974
9346	127.32	12.732	25	F	Montgomery Villag MD	MD	2705	2782
8313	114.37	11.437	33	F	Washington DC	DC	1888	2228
9250	125.1	12.51	50	F	Suffolk VA	VA	377	397
2781	90.57	9.057	48	F	Phoenix AZ	AZ	136	554
2049	87.5	8.75	35	F	Prince Frederick MD	MD	246	1367
2679	90.13	9.013	23	F	Chevy Chase MD	MD	341	974
3744	88.15	8.815	27	M	Washington DC	DC	825	1457
521	67.27	6.727	29	M	Baltimore MD	MD	137	1457
2033	87.43	8.743	32	F	Greenbelt MD	MD	449	2228
126	68.33	6.833	42	F	Arnold MD	MD	9	974
7333	108.08	10.808	63	F	Fairfax VA	VA	42	93
1490	75.72	7.572	39	M	Gaithersburg MD	MD	225	1093
6356	103.78	10.378	33	F	Arlington VA	VA	1421	2228
5117	96.03	9.603	41	M	Saint James NY	NY	659	931
360	74.45	7.445	23	F	Garrett Park MD	MD	53	974
6318	103.65	10.365	31	F	Annandale VA	VA	1415	2228
